countyname,state,numberofplans1,numberofplans2,countyssa,eligibles,totalenrollees,totalpenetration
Unusual SCounty Code,99,172,40,HCPP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PFFS,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HCPP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HCPP,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PFFS,0,71611340,Inf
Unusual SCounty Code,99,172,40,PSO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HCPP,0,71611340,Inf
Unusual SCounty Code,99,172,40,PSO,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HCPP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PPO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PFFS,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PSO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PPO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PPO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PPO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PPO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PSO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMC,0,71611340,Inf
Unusual SCounty Code,99,172,40,PPO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HCPP,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,HCPP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HCPP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PFFS,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMP,0,71611340,Inf
Unusual SCounty Code,99,172,40,PACE,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PSO,0,71611340,Inf
Unusual SCounty Code,99,172,40,DEMC,0,71611340,Inf
Unusual SCounty Code,99,172,40,PPO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PPO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PSO,0,71611340,Inf
Unusual SCounty Code,99,172,40,PFFS,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,HCPP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HCPP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HCPP,0,71611340,Inf
Unusual SCounty Code,99,172,40,HCPP,0,71611340,Inf
Unusual SCounty Code,99,172,40,COST,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
Unusual SCounty Code,99,172,40,HMO,0,71611340,Inf
ANCHORAGE,AK,34,NA,HCPP,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,PPO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HCPP,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,COST,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,DEMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,PACE,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,PPO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,PSO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HCPP,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,PPO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HCPP,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,DEMC,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,COST,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,HMO,2020,761736,37709.70297029703
ANCHORAGE,AK,34,NA,DEMO,2020,761736,37709.70297029703
DENALI,AK,NA,NA,HCPP,2068,0,0
FAIRBANKS NORTH STAR,AK,13,NA,HCPP,2090,76453,3658.0382775119615
FAIRBANKS NORTH STAR,AK,13,NA,HMO,2090,76453,3658.0382775119615
FAIRBANKS NORTH STAR,AK,13,NA,HMO,2090,76453,3658.0382775119615
FAIRBANKS NORTH STAR,AK,13,NA,HMO,2090,76453,3658.0382775119615
FAIRBANKS NORTH STAR,AK,13,NA,HMO,2090,76453,3658.0382775119615
FAIRBANKS NORTH STAR,AK,13,NA,HMO,2090,76453,3658.0382775119615
FAIRBANKS NORTH STAR,AK,13,NA,PFFS,2090,76453,3658.0382775119615
FAIRBANKS NORTH STAR,AK,13,NA,COST,2090,76453,3658.0382775119615
FAIRBANKS NORTH STAR,AK,13,NA,HMO,2090,76453,3658.0382775119615
FAIRBANKS NORTH STAR,AK,13,NA,HMO,2090,76453,3658.0382775119615
FAIRBANKS NORTH STAR,AK,13,NA,HCPP,2090,76453,3658.0382775119615
FAIRBANKS NORTH STAR,AK,13,NA,HMO,2090,76453,3658.0382775119615
FAIRBANKS NORTH STAR,AK,13,NA,DEMO,2090,76453,3658.0382775119615
JUNEAU,AK,6,NA,HMO,2110,19470,922.7488151658769
JUNEAU,AK,6,NA,PFFS,2110,19470,922.7488151658769
JUNEAU,AK,6,NA,COST,2110,19470,922.7488151658769
JUNEAU,AK,6,NA,HMO,2110,19470,922.7488151658769
JUNEAU,AK,6,NA,HMO,2110,19470,922.7488151658769
JUNEAU,AK,6,NA,HMO,2110,19470,922.7488151658769
KENAI PENINSULA,AK,NA,NA,HMO,2122,0,0
KENAI PENINSULA,AK,NA,NA,DEMP,2122,0,0
KENAI PENINSULA,AK,NA,NA,HMO,2122,0,0
KENAI PENINSULA,AK,NA,NA,HMO,2122,0,0
KENAI PENINSULA,AK,NA,NA,COST,2122,0,0
KENAI PENINSULA,AK,NA,NA,DEMO,2122,0,0
KENAI PENINSULA,AK,NA,NA,HMO,2122,0,0
KENAI PENINSULA,AK,NA,NA,HMO,2122,0,0
KENAI PENINSULA,AK,NA,NA,HMO,2122,0,0
KENAI PENINSULA,AK,NA,NA,HMO,2122,0,0
KENAI PENINSULA,AK,NA,NA,HCPP,2122,0,0
KENAI PENINSULA,AK,NA,NA,HMO,2122,0,0
KENAI PENINSULA,AK,NA,NA,HMO,2122,0,0
KENAI PENINSULA,AK,NA,NA,COST,2122,0,0
KENAI PENINSULA,AK,NA,NA,DEMO,2122,0,0
KETCHIKAN GATEWAY,AK,1,NA,HMO,2130,1537,72.15962441314554
KODIAK ISLAND,AK,2,NA,PPO,2150,918,42.697674418604656
KODIAK ISLAND,AK,2,NA,HMO,2150,918,42.697674418604656
MATANUSKA SUSITNA,AK,17,NA,HCPP,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,HMO,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,HMO,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,HMO,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,HMO,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,HMO,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,HMO,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,COST,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,HMO,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,COST,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,HMO,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,HMO,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,COST,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,HCPP,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,HMO,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,HMO,2170,103207,4756.082949308756
MATANUSKA SUSITNA,AK,17,NA,DEMO,2170,103207,4756.082949308756
PRINCE WALES KETCHIK,AK,NA,NA,COST,2201,0,0
PRINCE WALES KETCHIK,AK,NA,NA,HMO,2201,0,0
SITKA BOROUGH,AK,2,NA,COST,2220,1922,86.57657657657658
SITKA BOROUGH,AK,2,NA,HMO,2220,1922,86.57657657657658
VALDEZ CORDOVA,AK,NA,NA,HMO,2261,0,0
VALDEZ CORDOVA,AK,NA,NA,HMO,2261,0,0
VALDEZ CORDOVA,AK,NA,NA,HMO,2261,0,0
VALDEZ CORDOVA,AK,NA,NA,HMO,2261,0,0
WRANGELL PETERSBURG,AK,1,NA,HMO,2280,784,34.385964912280706
YUKON KOYUKUK,AK,2,NA,HMO,2290,972,42.44541484716157
YUKON KOYUKUK,AK,2,NA,COST,2290,972,42.44541484716157
AUTAUGA,AL,10,4,HMO,1000,68830,6883
AUTAUGA,AL,10,4,HMO,1000,68830,6883
AUTAUGA,AL,10,4,HMO,1000,68830,6883
AUTAUGA,AL,10,4,PFFS,1000,68830,6883
AUTAUGA,AL,10,4,HCPP,1000,68830,6883
AUTAUGA,AL,10,4,PPO,1000,68830,6883
AUTAUGA,AL,10,4,HMO,1000,68830,6883
AUTAUGA,AL,10,4,HMO,1000,68830,6883
AUTAUGA,AL,10,4,HCPP,1000,68830,6883
AUTAUGA,AL,10,4,HMO,1000,68830,6883
BALDWIN,AL,35,5,PPO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HCPP,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HCPP,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HCPP,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,PFFS,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,PFFS,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,DEMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HMO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,PSO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,PFFS,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,PPO,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HCPP,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HCPP,1010,1065295,105474.75247524753
BALDWIN,AL,35,5,HCPP,1010,1065295,105474.75247524753
BARBOUR,AL,5,1,PFFS,1020,23490,2302.9411764705883
BARBOUR,AL,5,1,HCPP,1020,23490,2302.9411764705883
BARBOUR,AL,5,1,HMO,1020,23490,2302.9411764705883
BARBOUR,AL,5,1,HMO,1020,23490,2302.9411764705883
BARBOUR,AL,5,1,HMO,1020,23490,2302.9411764705883
BIBB,AL,9,3,HCPP,1030,34560,3355.339805825243
BIBB,AL,9,3,HMO,1030,34560,3355.339805825243
BIBB,AL,9,3,HMO,1030,34560,3355.339805825243
BIBB,AL,9,3,DEMP,1030,34560,3355.339805825243
BIBB,AL,9,3,HMO,1030,34560,3355.339805825243
BIBB,AL,9,3,HMO,1030,34560,3355.339805825243
BIBB,AL,9,3,HCPP,1030,34560,3355.339805825243
BIBB,AL,9,3,HMO,1030,34560,3355.339805825243
BIBB,AL,9,3,HCPP,1030,34560,3355.339805825243
BLOUNT,AL,7,5,HCPP,1040,50337,4840.096153846153
BLOUNT,AL,7,5,DEMP,1040,50337,4840.096153846153
BLOUNT,AL,7,5,HMO,1040,50337,4840.096153846153
BLOUNT,AL,7,5,HMO,1040,50337,4840.096153846153
BLOUNT,AL,7,5,HMO,1040,50337,4840.096153846153
BLOUNT,AL,7,5,PPO,1040,50337,4840.096153846153
BLOUNT,AL,7,5,HCPP,1040,50337,4840.096153846153
BULLOCK,AL,7,1,HMO,1050,13160,1253.3333333333333
BULLOCK,AL,7,1,HMO,1050,13160,1253.3333333333333
BULLOCK,AL,7,1,HMO,1050,13160,1253.3333333333333
BULLOCK,AL,7,1,HMO,1050,13160,1253.3333333333333
BULLOCK,AL,7,1,HMO,1050,13160,1253.3333333333333
BULLOCK,AL,7,1,PFFS,1050,13160,1253.3333333333333
BULLOCK,AL,7,1,HMO,1050,13160,1253.3333333333333
BUTLER,AL,3,1,HMO,1060,12684,1196.6037735849056
BUTLER,AL,3,1,PPO,1060,12684,1196.6037735849056
BUTLER,AL,3,1,HMO,1060,12684,1196.6037735849056
CALHOUN,AL,12,1,HMO,1070,278688,26045.607476635512
CALHOUN,AL,12,1,HCPP,1070,278688,26045.607476635512
CALHOUN,AL,12,1,PPO,1070,278688,26045.607476635512
CALHOUN,AL,12,1,HMO,1070,278688,26045.607476635512
CALHOUN,AL,12,1,HMO,1070,278688,26045.607476635512
CALHOUN,AL,12,1,HMO,1070,278688,26045.607476635512
CALHOUN,AL,12,1,HCPP,1070,278688,26045.607476635512
CALHOUN,AL,12,1,HMO,1070,278688,26045.607476635512
CALHOUN,AL,12,1,HMO,1070,278688,26045.607476635512
CALHOUN,AL,12,1,HMO,1070,278688,26045.607476635512
CALHOUN,AL,12,1,HMO,1070,278688,26045.607476635512
CALHOUN,AL,12,1,PPO,1070,278688,26045.607476635512
CHAMBERS,AL,8,NA,HMO,1080,59040,5466.666666666666
CHAMBERS,AL,8,NA,HMO,1080,59040,5466.666666666666
CHAMBERS,AL,8,NA,HMO,1080,59040,5466.666666666666
CHAMBERS,AL,8,NA,HMO,1080,59040,5466.666666666666
CHAMBERS,AL,8,NA,PFFS,1080,59040,5466.666666666666
CHAMBERS,AL,8,NA,HMO,1080,59040,5466.666666666666
CHAMBERS,AL,8,NA,HMO,1080,59040,5466.666666666666
CHAMBERS,AL,8,NA,HCPP,1080,59040,5466.666666666666
CHEROKEE,AL,6,1,HMO,1090,26862,2464.4036697247707
CHEROKEE,AL,6,1,HCPP,1090,26862,2464.4036697247707
CHEROKEE,AL,6,1,PFFS,1090,26862,2464.4036697247707
CHEROKEE,AL,6,1,HMO,1090,26862,2464.4036697247707
CHEROKEE,AL,6,1,PFFS,1090,26862,2464.4036697247707
CHEROKEE,AL,6,1,HMO,1090,26862,2464.4036697247707
CHILTON,AL,9,4,DEMP,1100,56583,5143.909090909091
CHILTON,AL,9,4,HMO,1100,56583,5143.909090909091
CHILTON,AL,9,4,HMO,1100,56583,5143.909090909091
CHILTON,AL,9,4,HMO,1100,56583,5143.909090909091
CHILTON,AL,9,4,HCPP,1100,56583,5143.909090909091
CHILTON,AL,9,4,PPO,1100,56583,5143.909090909091
CHILTON,AL,9,4,HMO,1100,56583,5143.909090909091
CHILTON,AL,9,4,HMO,1100,56583,5143.909090909091
CHILTON,AL,9,4,HMO,1100,56583,5143.909090909091
CHOCTAW,AL,5,NA,HCPP,1110,15925,1434.6846846846847
CHOCTAW,AL,5,NA,HMO,1110,15925,1434.6846846846847
CHOCTAW,AL,5,NA,HMO,1110,15925,1434.6846846846847
CHOCTAW,AL,5,NA,PFFS,1110,15925,1434.6846846846847
CHOCTAW,AL,5,NA,HMO,1110,15925,1434.6846846846847
CLARKE,AL,7,NA,HCPP,1120,38444,3432.5000000000005
CLARKE,AL,7,NA,HMO,1120,38444,3432.5000000000005
CLARKE,AL,7,NA,HMO,1120,38444,3432.5000000000005
CLARKE,AL,7,NA,HMO,1120,38444,3432.5000000000005
CLARKE,AL,7,NA,HMO,1120,38444,3432.5000000000005
CLARKE,AL,7,NA,HMO,1120,38444,3432.5000000000005
CLARKE,AL,7,NA,HMO,1120,38444,3432.5000000000005
CLAY,AL,4,1,HMO,1130,12028,1064.424778761062
CLAY,AL,4,1,HMO,1130,12028,1064.424778761062
CLAY,AL,4,1,HMO,1130,12028,1064.424778761062
CLAY,AL,4,1,HMO,1130,12028,1064.424778761062
CLEBURNE,AL,3,1,HMO,1140,8256,724.2105263157895
CLEBURNE,AL,3,1,HMO,1140,8256,724.2105263157895
CLEBURNE,AL,3,1,HMO,1140,8256,724.2105263157895
COFFEE,AL,8,NA,HCPP,1150,64744,5629.913043478261
COFFEE,AL,8,NA,HMO,1150,64744,5629.913043478261
COFFEE,AL,8,NA,HMO,1150,64744,5629.913043478261
COFFEE,AL,8,NA,HMO,1150,64744,5629.913043478261
COFFEE,AL,8,NA,PFFS,1150,64744,5629.913043478261
COFFEE,AL,8,NA,HMO,1150,64744,5629.913043478261
COFFEE,AL,8,NA,COST,1150,64744,5629.913043478261
COFFEE,AL,8,NA,COST,1150,64744,5629.913043478261
COLBERT,AL,3,NA,HCPP,1160,34125,2941.810344827586
COLBERT,AL,3,NA,HMO,1160,34125,2941.810344827586
COLBERT,AL,3,NA,HMO,1160,34125,2941.810344827586
CONECUH,AL,4,1,HMO,1170,11460,979.4871794871796
CONECUH,AL,4,1,HMO,1170,11460,979.4871794871796
CONECUH,AL,4,1,HMO,1170,11460,979.4871794871796
CONECUH,AL,4,1,HMO,1170,11460,979.4871794871796
COOSA,AL,4,1,HMO,1180,9568,810.8474576271186
COOSA,AL,4,1,PPO,1180,9568,810.8474576271186
COOSA,AL,4,1,HMO,1180,9568,810.8474576271186
COOSA,AL,4,1,HMO,1180,9568,810.8474576271186
COVINGTON,AL,8,NA,HMO,1190,67400,5663.865546218487
COVINGTON,AL,8,NA,HMO,1190,67400,5663.865546218487
COVINGTON,AL,8,NA,HMO,1190,67400,5663.865546218487
COVINGTON,AL,8,NA,HMO,1190,67400,5663.865546218487
